,title,text
60,Ricktional Mortpoon's Rickmas Mortcation,christmas day rick family space beth gifts multiverse family rick outlook morty star wars excitement races garage lightsaber skills rick morty grip saber air blade ground morty hilt saber slides floor morty rush garage floor hatch rick elevator attempt lightsaber level rick compound.morty elevator subbasement rick protests level doors lab rick morty rick one family months fact robot morty rick family knights sun episode order pursuit rick prime rick inability vendetta robot rickbot lightsaber ceiling ground parties discussion betrayal lightsaber morty rickbot secret rick lab.morty rickbot return living room version miracle street rest family chopper lands lawn president morty lightsaber ground president morty lightsaber planet core lightsaber kyber crystals impact core earth morty christmas president morty saber earth.morty president rick lair portal team scientists personnel briefing president crew catastrophe rick briefing care lightsaber morty president care saber morty president incompetence team plan drill ship saber rick help rick lightsaber making morty lightsaber rick requests status updates lighsaber defects diverts course italy people.meanwhile living room rest family rickbot inanity version jerry movie christmas game predicament love family time robot rickbot game robot family none wiser adoration rick attitude.back rick lair rick finishes science team drill ship saber time earth annihilation morty rick offer voyage rick seriousness rick betrayal rick diatribe part reason rickbot morty knights sun rick life rick morty president man drill ship lightsaber team lightsaber surface president lightsaber morty star wars franchise morty mentor.back smith dining room jerry rickbot christmas ham morty enters garage rick robot family dismember rickbot rickbot death life ones president oval office lightsaber morty saber office floor sight.now living room smith christmas tree rickbot head emergency address tv president nation morty smith lightsaber earth core earth president spacestation earth recourse world smiths rickbot head.in lab rick rick prime killbot drones rick prime location computer rick prime space station president rickbot earth morty saber lightsaber blade office door hole rickbot morty emerge duo chase president star wars room contingent droids saber gun president morty saber gun fires president rickbot suicide attempt sacrifice front president saber bullets chest president saber bullets rickbot chest land space station floor hole vacuum space morty president rickbot floor space way land rick garage earth rickbot morty rick family.after president rick morty lab progress quest rick prime rick rick prime hundreds locations multiverse morty season adventure search crafty tag mr poopybutthole episode fitness studio audience divorce weightlifting legs mr poopybutthole ex wife trainer
61,How Poopy Got His Poop Back,episode open smith family rick mr poopybutthole home house guest woman drugs others cash beth morty rick mr poopybutthole viewer life beth job wife son start season lab rick search rick prime morty mr poopybutthole ghost family friends problem birdperson break care birddaughter door neighbor gene lawnmower group)in post credit scene group policemen gene lawnmower havoc sheriff gun gas sheriff others family
62,The Jerrick Trap,"rick saucer garage jerry help jerry rake neighbor gene rake rick gun jerry insults rick intellect personality offense idea implication effort dedication part achievements rick minds insert rick mind jerry brain jerry mind rick brain meaning waste minds rick jerry body breakdown brains garage shelf walls jerry rick cyborg body jet pack misfires emergency garage ai system reassemble asteroid morty level thugs employment mobster chuxly men morty smith sidekick rick sanchez chuxly wrath transgression bends morty comfortable.back garage rick jerry portions brain personalities rick jerry bicker one issue jerry rick phone call chuxly misunderstanding morty kidnapping exchange chuxly personas rick jerry jerry rick chuxly way.still bickering rick jerry crash chuxly clubhouse threats mobster lack coherence weakness pair gangsters opportunity attack threat enemy care morty duo thugs rick conehead chuxly torso friendship passion opponents morty beth state father husband duo state friendship bed rick jerry jerry rick equipment persons day beth note rick jerry jerry rick future rick jerry jerry rick pseudonyms burger fries crime team death destruction burgers wake rest smith family duo home trails activity search trap chuxly family hostage chuxly burgers fries crime boss exchange family burger fries family idea"".rick jerry jerry rick space ship factory smith ’s surprise duo smoke rubble entity jerricky jerricky family mobsters minions home.back home family garage jerricky attachment family personas neighbor gene garage rake jerricky rake floor jerricky head rake handle heads personas rick jerry rick personas jerricky memory rick rick implores morty way dinner table rick jerry seats table.having experience quarrels rest family back.in tag memory rick jerry mind son law devices gears springs memory rick resources ao lawn ornaments sculptures time"
63,Air Force Wong,rick therapy dr wong call president curtis loch ness monster lake erie curtis love dr rick disdain rick call president curtis morty cable curtis reports rise cult virginia rick help dr wong rick suspicions curtis wong dating.turns virginia sex cult unity rick ex lover state virginia rick unity earth rick un people virginia seperation scent rick virginia andre mr president helen dr wong name basis.unity rick rick rick prime voicemails attempt contact him.after virginia rick andre virginia energy dome unity virginia existance dome president approval ratings rick andre argument helen unity earth space vessel.rick argument unity space video call work work universe universe distraught unity departs rick states disaproving andre helen relationship leaves home helen andre leaves.rick snaps summer home boundaries summer door fuckface rick murmurs mother andre stasis hivemind virginia home rick president tv mind ratings rick informs unity america help dr wong home rick voicemail unity voice messages message scientology member rick rick unity virginia night rick president white house drinks post credit scene mr stabbythe talk show host cable talk show garry garry questions mr stabby audience people arms mr stabby risks people viewings day
64,That's Amorte,morty smith family bowls spaghetti bolognese rick thursday case situations rick twist morty spaghetti bodies bodies planet people spaghetti spaghetti universe morty situation situation funeral people rick protests family loss spaghetti nights fact people president spaghetti planet contacts morty funeral confession morty spaghetti person suicide fate food morty idea food family spaghetti nights.rick spaghetti rick planet spaghetti industry cans mortyo suicide spaghetti galaxy morty cans messages people spaghetti rick spaghetti planet government depression people order demand president spaghetti planet protests spaghetti trade economy morty rick assistance issue rick weeks rick attempt sentient clones clones measures food attempts sentient beings result torso problem morty arm spaghetti production returns torsos fault group consumers spaghetti group planet inhabitants torso rights suicide factory first).chaos spaghetti planet aliens spaghetti people rick alternative person planet spaghetti people fix person question man name bunks months opposition spaghetti trade rick informs death spaghetti industry planet fred suicide device planet life memories fred life planet actions complexities life.as fred spaghetti entirety fred life nuances onewants spaghetti rick morty people complexities life nihilist rick appetite spaghetti fred life smith family dinner salisbury steak rick source smith family ignorance steak post credit scene planet sentient vacuum cleaners planet broadcast rick ’s spaghetti planet broadcast vacuum bags sentient plant beings suicide disgust
65,Unmortricken,flashback morty past betrayal rick killing ricks kidnapping morties efforts finite curve efforts president citadel escape morty creatures dimension resources safety oasis relaxation barrier creatures disruption space station space station rick morty rick prime rick test tubes rick decoy morty lab portal finite curve peace progress scanner ray probability stasis kind rick prime rick trap morty rick help morty morty argument rick prime fluid trap prison ricks rick prime.a video image rick prime ricks dianes diane universe infinity weapon name inferiors omega device ricks diane style battle royale rick warning rick prime ricks rick morty end rick rick prime promise lie bomb diane face personality room rick morty knowledge resources morty prison rick basement laboratory fluid trap rick rick prime location morty elects existence omega device rick rick prime revenge morty morty rick kill rick prime morty morty rick.rick rick prime lair drones way chamber omega device morty morty rick prime wife rick rick diane voice space cruiser omega device rick family mobius uncle rick horror morty confusion fight ensues rick morty morty forces rick prime morty rick fight morty rick prime outfits morty reunion rick prime grandson rick prime room morty mind prime clones schematics omega device rick body rein revenge rick prime rick morty chance rick healing field fight rick prime taunts rick end morty omega device rick emerges rick prime blood morty rick revenge rick means omega device weapon problems rick prime summer rick others rick day rick morty him.morty rick return morty defeat rick prime rick hand purpose life revenge quest life rest family activities yard stare morty end rick potion .in scene mobius widow death husband galaxy murderer revenge rick death diane rick spouse partners children spouses deaths memories
66,Rickfending Your Mort,morty rick stupor floor garage defeatingrick prime morty morty adventure cards rick number cards morty stamps audit entity rock observer clips morty notes adventures ones adventures ones rick claims adventure morty observer conflict clips adventures montage clips observer trouble rick morty step cards rate observer them.however observer conversation grudge rick morty front house clips summer beth space beth clips annoyance jerry morty observer street truck pieces rick street clip front jury observers happens.put trial observers kind situation rick morty rick trial kind court observer defender time court observers clips rick morty misdeeds rick morty guns morty circumstances people objects sematary morty rick life churro rick churry morty churry planet churry vengeance time rick versions inspace progress court rick observers control technology clip defense execution clips observers misdeeds victim observingsaid observer victim bootlegs movies beings fighting money affairs observer court chaos observers rick morty home rick morty punch cards adventure cards space cruiser adventures scene morty churro locker churry trouble shelf message churry sugar revenge
67,Wet Kuat Amortican Summer,"rick chores morty mind blowers summer rick attribute slider stats frolf frisby golf mixer jimmy ’s house morty party ages rick party summer partygoers dexterity strength charisma jimmy morty attribute slider summer intelligence brain body tricia lange summer intelligence rube goldberg chain events morty fight pool device result summer morty kuato fromtotal recall enfuse morty summer stomach phrase mind ""rick summer day chore wheel summer ad club mind openerz kuatos kuato kwyatt party kuato kenneth rest kuatos kwyatt moment lure incinerator morty stomach ponytail device rick mortician kuato woman bar.summer kwyatt morty location kwyatt morty bidder part trafficking scheme kenneth kwyatt kenneth rick summer chores mind openerz others information money bystanders summer people kwyatt kenneth rick kuato lore summer link morty reason morty mind""—to summer touch morty location kenneth lair kwyatt warfare punishment rick tricks guards powers summer search morty complex boat kenneth fight summer reason mess rick rick morty rick annoyance morty dog rick summer cat grandmother guards kuato morty kenneth scientist summer rick confront kenneth kuato kenneth process spider legs device rick kuato kuato stomach mastermind kuato morty kuato ’s kuato kuato knife missiles spider device kuato ’s kuato kuato one rick gimmick control device kuato device water morty summer spider device rick kuato side boat shaking device kuato morty spider device capabilities summer kuato morty school frolf team jimmy summer woman kenneth jimmy revelation summer complexity screen explosion morty missiles device stadium post credit scene buyer kuato morty lounge friends trade rick summer buyers jokes number time buyer florbos morty"
68,Rise of the Numbericons: The Movie,episode way post scene schwifty ice alphebetrium magnesium j hydrogen f magma q exile ice water t. lithium p numbericons planet calculator spaceship lasers inhabitants alphabetrium rock magma q water prophecy shit water summons guns magnesium j water numbericons water numbers title card water rise numbericons movie numbericons threat bracket shield numbericon ship jumper lithium p. water prophecy lithium p harmony power mathematicians water earth earth mr goldenfold morty detention hip hop class hip hop good mankind water form water morty episode goldenfold math teacher terms resents water homework years water harmony fate alphebetrium rests latter knowledge math squad numbericons school water t. options water lithium p ’s ship goldenfold morty latter detention races glyph jumper space lithium p hyphen drive former.sinistar-7 ship failure water father emperor dread nought nought tortures punishment daughter water harmony.meanwhile mr goldenfold look harmony theorem object goldenfold message exchange water homework water leaves morty teach feud math goldenfold time water math time signature time songs artist morty goldenfold theorem planet planet e10 water lithium p planet birth place numbers letters planet water oxygen reinforcements journey call oxygen diabolically.water group planet e10 harmony path attacks ships swamp water rescues swamp argument mr goldenfold group natives planet e10 googas harmony water ewok party village harmony relic village informs water findings bickering morty googas scribble bodies example morty water species blow day water harmony morty mr goldenfold water goldenfold governor house grammy awards president state governor friend water t. water goldenfold math acceptance speech goldenfold math wing harry herpson high school morty convinces water t.water relic fight sex session harmony origins races revelation lord dread nought forces land planet e10 oxygen dread team identity mr goldenfold water bicker morty teacher defense math grammys water math magma q math album dread nought use harmony pedestal power transforms infinity infinity nought control numericons forces alphebetrium world water disappointment sinistar-7 infinity numbers letters together.water ice others thanks googas ship sinistar7 ship alphebetrium glyph jumper extreme infinity.infinity brackets alphebetrium numericons planet infinity power men alphebetrium infinity attack ship glyph jumper extreme infinity water magma q rock infinity water morty time letter numbers power hip hop races infinity ghost magma q son water magma t. magma harmony planet e10 object gun magma shoots infinity dick explodes battle magma relationship era letters numbers harry herpson high school morty math homework respect math mr goldenfold magma class mr goldenfold homework assignment grade goldenfold it.in post credit scene rapper ice cube alien geomitron magma home planet force duo ice cube movie magma ice cube challenge geomitrons
69,Mort: Ragnarick,"jerry void light front nana jerry pop pop rick experiments jerry afterlife way source energy course problem rick religion heaven jerry rick way afterlife.rick morty head norway bunker plan rick valhalla energy relay energy warrior death rick bigfoot pokeball latter sight bigfoot murders rick fashion rick soul valhalla rick group vikings tavern rick layout system blacksmith warehouse worker materials earth morty bury rick body forgiveness bigfoot brute rick morty valhalla vikings morty rick blacksmith group rick rick odin morty presence charade rick vikings morty bigfoot grandson energy relay time.with rick morty bigfoot attacks rick body energy relay network failsafe operation phoenix protocol body survival instincts bigfoot rick clone city police men suits bigfoot man upstairs"".bigfoot vatican pope interest enemies bigfoot commands pope rick clone valhalla rick morty relay vikings energy rest day morty gadget rick vikings relay rick relay morty concern relay rick rick morty tavern vikings pit wreckage relay pit forever.meanwhile pope bigfoot members pope enemies rick clone carrot stick bigfoot wrist device pope morty valhalla bodies earth side energy relay bigfoot storms garage attacks rick morty morty urging rick bigfoot valhalla pope enemies bigfoot pope pawn rick morty pope rick wrist device typing.bigfoot rick morty vatican way pope pope rick energy trio valhalla bein relay trio relay earth bigfoot summer clone rick assessment family rick operation phoenix machine rotation times.sure trio earth bigfoot body thanks rick times deaths pope attempt bigfoot monster friends rick bigfoot friends relay morty vikings rick vikings mothers morty bigfoot earth monsters vikings trio vatican pope energy rick plan vikings energy relay valhalla pope energy pope powerless rick poke adventure rick morty bigfoot woods life life scene rick part pokemon battle pope trainer fbi place rick portal pope vatican fbi video rick clone pope horror"
70,Fear No Mort,"rick morty carnival nightmares theme park planet attractions man suit fear connoisseur place galaxy man denny ’s earth man suit luck leaves man lift rick morty restaurant order food waiter fear hole men washroom rick morty hole ground stalls tv vcr setup hole man tv fear hole fear one opportunity fearless picture restroom bulletin rick morty monster environment creatures maggots rick scene monsters morty hole safety victory rick morty living room feat ceiling rick emerges room wife diane rick disintegrates diane rick morty fear hole garage predicament reflection rick fear hole morty fear rick diane significance rick.morty rick theory rick data theory conversation diane beth morty ice ice cream shop rick diane rick comments meaninglessness fear hole reality upsets diane rick failure morty rick fear chance diane failing rick idea theory diane morty fear turd ""the day diane robot rick apology breakfast song rick diane zoo family invitation bond ducks pond drinks kiss rain morty rick endeavor diane desire theory morty fear rick rick love diane years signs world world fear hole morty rick reunion diane cost time rick diane rick health emaciating face body morty hole rick morty fear rick die rick morty consequences fear hole morty returns denny man suit morty requests hole man morty rick man account rick fear hole victim hole face fears morty returns reality fear others instability morty infers fear hole fear fears rick morty fear situations morty efforts fear fear hole reality rick interest hole morty plans consequences fear hole morty body rick mind desire fear hole morty rick goodbye diane morty fear hole fears him.as fear hole reality rick morty emerge fear hole orifice denny bathroom hole rick morty fears one time fear hole order rick fear morty morty fear hole rick refusal fears rick fear rick fear side bacon symptom concern collapse capitalism rick morty fear hole morty fear jerry string deceptions morty fears hole rick rick comment morty morty fear morty fungibility rick eyes morty rick time manifestation fear hole rick hole fear hole medium rick morty fear hole challenge morty fear hole.morty awakens bottom hole rick morty rick rick hole person time rick morty experience distraught morty tale rick rick morty hug rick morty development rick morty horrors version diane pair leave rick hole hopes diane photo morty wallet bathroom bulletin board success.in tag mr poopybutthole audience season rick guns mr pb reality amy version gun portal audience goal amy husband"
71,Rick Can Handle It,atmosphere earth vindicators rick morty doom nomitron supernova doom nomitron lady katana nasal passage center doom nomitron veins titanium katanas precision discussion lady katana calypso diablo verde diversity team supernova powers doom nomitron open alan supernova powers baby.alan point rick doom nomitron supernova vindicators rick heroes alan rick doom nomitron supernova decision earth crocubot planets distress supernova ant part ants baby earth planets distress
72,Pro-Nouns,victory planet klefia vindicators ants supernova group window alan wife doom nomitron baby way sidelines alan excitement baby ants room ants account site pronoun profile
73,The Dance,vance arm lady katana commander vile latter wives middle procedure crocubot group planet frustrations
74,Out of Gas,space vindicator ship gas croc bot supernova odds planet alan rails ship concern child ants ants fuel alan ghost trains group hesitation alan trance ghost train dimension reality train ship vindicators space
75,First Love,planet noob noob rocks frustration teammates incompetence ship rocks alien noob noob creature noob noob drizz day together.noob noob drizz doom nomitron teammates intellect vindicators noob noob noob noob drizz teacher drizz child school noob noob pedophile
76,Mercy Kill,planet supernova vance aliens deaths innocents damage aliens supernova vance ship stomach supernova vance rest vindicator explodes supernova miscarriage couple ants wreckage
77,Girls Night,bar calypso diablo verde lady katana supernova night supernova trio connection calypso drink calypso drink supernova star body miscarriage supernova fun trio drink girls night.later supernova trio rage vance alan noob noob arrive mess noob noob mess supernova trio cliquey liking feelings miscarriage vance bartender supernova
78,Kintsugi,planet somber alan rails vase glue cracks gold ground ghost train vase swig wine alan loss child supernova deaths calypso lady katana diablo verde pieces vase alan vase
79,Little Trains,doom nomitron earth satellite supernova news rick set trap earth orbit supernova alan vindicators doom nomitron lady katana calypso diablo verde deaths sacrifices alan plan actions teammates heroes anymore.afterwards alan supernova train pack father child alan pain supernova healer smirk
80,Heroes,thanks vindicators manipulations awards doom nomitron rick alan lying masses rest team alan crocbot tie supernova noob clip tie ceremony.as vindicators heroes teammates memorium supernova people heroes vance vindicators
